file_id_sample_to_clone,file_id_sample_to_compare,text
tess_OAF_happiness_said,tess_OAF_happiness_said,Say the word time.
tess_OAF_happiness_sail,tess_OAF_happiness_sail,Say the word keep.
tess_OAF_happiness_search,tess_OAF_happiness_search,Say the word luck.
tess_OAF_happiness_seize,tess_OAF_happiness_seize,Say the word keen.
tess_OAF_happiness_sell,tess_OAF_happiness_sell,Say the word cab.
tess_OAF_happiness_shack,tess_OAF_happiness_shack,Say the word cheek.
tess_OAF_happiness_shall,tess_OAF_happiness_shall,Say the word gas.
tess_OAF_happiness_shawl,tess_OAF_happiness_shawl,Say the word tough.
tess_OAF_happiness_sheep,tess_OAF_happiness_sheep,Say the word room.
tess_OAF_happiness_shirt,tess_OAF_happiness_shirt,Say the word raise.
tess_OAF_happiness_should,tess_OAF_happiness_should,Say the word keep.
tess_OAF_happiness_shout,tess_OAF_happiness_shout,Say the word tire.
tess_OAF_happiness_size,tess_OAF_happiness_size,Say the word choice.
tess_OAF_happiness_soap,tess_OAF_happiness_soap,Say the word ditch.
tess_OAF_happiness_soup,tess_OAF_happiness_soup,Say the word kite.
tess_OAF_happiness_sour,tess_OAF_happiness_sour,Say the word tire.
tess_OAF_happiness_south,tess_OAF_happiness_south,Say the word talk.
tess_OAF_happiness_sub,tess_OAF_happiness_sub,Say the word puff.
tess_OAF_happiness_such,tess_OAF_happiness_such,Say the word jail.
tess_OAF_happiness_sure,tess_OAF_happiness_sure,Say the word cool.
tess_OAF_happiness_take,tess_OAF_happiness_take,Say the word knock.
tess_OAF_happiness_talk,tess_OAF_happiness_talk,Say the word back.
tess_OAF_happiness_tape,tess_OAF_happiness_tape,Say the word sell.
tess_OAF_happiness_team,tess_OAF_happiness_team,Say the word calm.
tess_OAF_happiness_tell,tess_OAF_happiness_tell,Say the word yearn.
tess_OAF_happiness_thin,tess_OAF_happiness_thin,Say the word bone.
tess_OAF_happiness_third,tess_OAF_happiness_third,Say the word when.
tess_OAF_happiness_thought,tess_OAF_happiness_thought,Say the word sail.
tess_OAF_happiness_thumb,tess_OAF_happiness_thumb,Say the word laud.
tess_OAF_happiness_time,tess_OAF_happiness_time,Say the word room.
tess_OAF_happiness_tip,tess_OAF_happiness_tip,Say the word should.
tess_OAF_happiness_tire,tess_OAF_happiness_tire,Say the word laud.
tess_OAF_happiness_ton,tess_OAF_happiness_ton,Say the word thought.
tess_OAF_happiness_tool,tess_OAF_happiness_tool,Say the word peg.
tess_OAF_happiness_tough,tess_OAF_happiness_tough,Say the word ripe.
tess_OAF_happiness_turn,tess_OAF_happiness_turn,Say the word such.
tess_OAF_happiness_vine,tess_OAF_happiness_vine,Say the word sub.
tess_OAF_happiness_voice,tess_OAF_happiness_voice,Say the word lid.
tess_OAF_happiness_void,tess_OAF_happiness_void,Say the word bath.
tess_OAF_happiness_vote,tess_OAF_happiness_vote,Say the word dead.
tess_OAF_happiness_wag,tess_OAF_happiness_wag,Say the word third.
tess_OAF_happiness_walk,tess_OAF_happiness_walk,Say the word death.
tess_OAF_happiness_wash,tess_OAF_happiness_wash,Say the word make.
tess_OAF_happiness_week,tess_OAF_happiness_week,Say the word lose.
tess_OAF_happiness_wheat,tess_OAF_happiness_wheat,Say the word talk.
tess_OAF_happiness_when,tess_OAF_happiness_when,Say the word near.
tess_OAF_happiness_which,tess_OAF_happiness_which,Say the word bought.
tess_OAF_happiness_whip,tess_OAF_happiness_whip,Say the word raise.
tess_OAF_happiness_white,tess_OAF_happiness_white,Say the word pad.
tess_OAF_happiness_wife,tess_OAF_happiness_wife,Say the word name.
tess_OAF_happiness_wire,tess_OAF_happiness_wire,Say the word mouse.
tess_OAF_happiness_witch,tess_OAF_happiness_witch,Say the word thumb.
tess_OAF_happiness_yearn,tess_OAF_happiness_yearn,Say the word shirt.
tess_OAF_happiness_yes,tess_OAF_happiness_yes,Say the word get.
tess_OAF_happiness_young,tess_OAF_happiness_young,Say the word wag.
tess_OAF_happiness_youth,tess_OAF_happiness_youth,Say the word talk.
tess_OAF_neutral_back,tess_OAF_neutral_back,Say the word came.
tess_OAF_neutral_bar,tess_OAF_neutral_bar,Say the word mob.
tess_OAF_neutral_base,tess_OAF_neutral_base,Say the word lid.
tess_OAF_neutral_bath,tess_OAF_neutral_bath,Say the word bean.
tess_OAF_neutral_bean,tess_OAF_neutral_bean,Say the word young.
tess_OAF_neutral_beg,tess_OAF_neutral_beg,Say the word moon.
tess_OAF_neutral_bite,tess_OAF_neutral_bite,Say the word pool.
tess_OAF_neutral_boat,tess_OAF_neutral_boat,Say the word rat.
tess_OAF_neutral_bone,tess_OAF_neutral_bone,Say the word tough.
tess_OAF_neutral_book,tess_OAF_neutral_book,Say the word back.
tess_OAF_neutral_bought,tess_OAF_neutral_bought,Say the word met.
tess_OAF_neutral_burn,tess_OAF_neutral_burn,Say the word near.
tess_OAF_neutral_cab,tess_OAF_neutral_cab,Say the word choice.
tess_OAF_neutral_calm,tess_OAF_neutral_calm,Say the word thin.
tess_OAF_neutral_came,tess_OAF_neutral_came,Say the word met.
tess_OAF_neutral_cause,tess_OAF_neutral_cause,Say the word nice.
tess_OAF_neutral_chain,tess_OAF_neutral_chain,Say the word late.
tess_OAF_neutral_chair,tess_OAF_neutral_chair,Say the word laud.
tess_OAF_neutral_chalk,tess_OAF_neutral_chalk,Say the word knock.
tess_OAF_neutral_chat,tess_OAF_neutral_chat,Say the word mouse.
tess_OAF_neutral_check,tess_OAF_neutral_check,Say the word pearl.
tess_OAF_neutral_cheek,tess_OAF_neutral_cheek,Say the word yes.
tess_OAF_neutral_chief,tess_OAF_neutral_chief,Say the word which.
tess_OAF_neutral_choice,tess_OAF_neutral_choice,Say the word rot.
tess_OAF_neutral_cool,tess_OAF_neutral_cool,Say the word dog.
tess_OAF_neutral_dab,tess_OAF_neutral_dab,Say the word wheat.
tess_OAF_neutral_date,tess_OAF_neutral_date,Say the word lid.
tess_OAF_neutral_dead,tess_OAF_neutral_dead,Say the word match.
tess_OAF_neutral_death,tess_OAF_neutral_death,Say the word base.
tess_OAF_neutral_deep,tess_OAF_neutral_deep,Say the word rough.
tess_OAF_neutral_dime,tess_OAF_neutral_dime,Say the word rose.
tess_OAF_neutral_dip,tess_OAF_neutral_dip,Say the word calm.
tess_OAF_neutral_ditch,tess_OAF_neutral_ditch,Say the word deep.
tess_OAF_neutral_dodge,tess_OAF_neutral_dodge,Say the word bone.
tess_OAF_neutral_dog,tess_OAF_neutral_dog,Say the word ring.
tess_OAF_neutral_doll,tess_OAF_neutral_doll,Say the word mouse.
tess_OAF_neutral_door,tess_OAF_neutral_door,Say the word jar.
tess_OAF_neutral_fail,tess_OAF_neutral_fail,Say the word have.
tess_OAF_neutral_fall,tess_OAF_neutral_fall,Say the word team.
tess_OAF_neutral_far,tess_OAF_neutral_far,Say the word lose.
tess_OAF_neutral_fat,tess_OAF_neutral_fat,Say the word tell.
tess_OAF_neutral_fit,tess_OAF_neutral_fit,Say the word sell.
tess_OAF_neutral_five,tess_OAF_neutral_five,Say the word jar.
tess_OAF_neutral_food,tess_OAF_neutral_food,Say the word ripe.
tess_OAF_neutral_gap,tess_OAF_neutral_gap,Say the word raise.
tess_OAF_neutral_gas,tess_OAF_neutral_gas,Say the word mill.
tess_OAF_neutral_gaze,tess_OAF_neutral_gaze,Say the word sure.
tess_OAF_neutral_germ,tess_OAF_neutral_germ,Say the word walk.
tess_OAF_neutral_get,tess_OAF_neutral_get,Say the word keep.
tess_OAF_neutral_gin,tess_OAF_neutral_gin,Say the word germ.
tess_OAF_neutral_goal,tess_OAF_neutral_goal,Say the word note.
tess_OAF_neutral_good,tess_OAF_neutral_good,Say the word numb.
tess_OAF_neutral_goose,tess_OAF_neutral_goose,Say the word hush.
tess_OAF_neutral_gun,tess_OAF_neutral_gun,Say the word soap.
tess_OAF_neutral_half,tess_OAF_neutral_half,Say the word cheek.
tess_OAF_neutral_hall,tess_OAF_neutral_hall,Say the word make.
tess_OAF_neutral_hash,tess_OAF_neutral_hash,Say the word keen.
tess_OAF_neutral_hate,tess_OAF_neutral_hate,Say the word kill.
tess_OAF_neutral_have,tess_OAF_neutral_have,Say the word raise.
tess_OAF_neutral_haze,tess_OAF_neutral_haze,Say the word ripe.
tess_OAF_neutral_hire,tess_OAF_neutral_hire,Say the word merge.
tess_OAF_neutral_hit,tess_OAF_neutral_hit,Say the word laud.
tess_OAF_neutral_hole,tess_OAF_neutral_hole,Say the word young.
tess_OAF_neutral_home,tess_OAF_neutral_home,Say the word germ.
tess_OAF_neutral_hurl,tess_OAF_neutral_hurl,Say the word cheek.
tess_OAF_neutral_hush,tess_OAF_neutral_hush,Say the word mop.
tess_OAF_neutral_jail,tess_OAF_neutral_jail,Say the word red.
tess_OAF_neutral_jar,tess_OAF_neutral_jar,Say the word phone.
tess_OAF_neutral_join,tess_OAF_neutral_join,Say the word cause.
tess_OAF_neutral_judge,tess_OAF_neutral_judge,Say the word hash.
tess_OAF_neutral_jug,tess_OAF_neutral_jug,Say the word death.
tess_OAF_neutral_juice,tess_OAF_neutral_juice,Say the word mouse.
tess_OAF_neutral_keen,tess_OAF_neutral_keen,Say the word cause.
tess_OAF_neutral_keep,tess_OAF_neutral_keep,Say the word south.
tess_OAF_neutral_keg,tess_OAF_neutral_keg,Say the word half.
tess_OAF_neutral_kick,tess_OAF_neutral_kick,Say the word hurl.
tess_OAF_neutral_kill,tess_OAF_neutral_kill,Say the word gaze.
tess_OAF_neutral_king,tess_OAF_neutral_king,Say the word reach.
tess_OAF_neutral_kite,tess_OAF_neutral_kite,Say the word dip.
tess_OAF_neutral_knock,tess_OAF_neutral_knock,Say the word lore.
tess_OAF_neutral_late,tess_OAF_neutral_late,Say the word take.
tess_OAF_neutral_laud,tess_OAF_neutral_laud,Say the word puff.
tess_OAF_neutral_lean,tess_OAF_neutral_lean,Say the word tell.
tess_OAF_neutral_learn,tess_OAF_neutral_learn,Say the word goose.
tess_OAF_neutral_lease,tess_OAF_neutral_lease,Say the word boat.
tess_OAF_neutral_lid,tess_OAF_neutral_lid,Say the word witch.
tess_OAF_neutral_life,tess_OAF_neutral_life,Say the word tape.
tess_OAF_neutral_limb,tess_OAF_neutral_limb,Say the word lose.
tess_OAF_neutral_live,tess_OAF_neutral_live,Say the word wire.
tess_OAF_neutral_loaf,tess_OAF_neutral_loaf,Say the word shirt.
tess_OAF_neutral_long,tess_OAF_neutral_long,Say the word tell.
tess_OAF_neutral_lore,tess_OAF_neutral_lore,Say the word bar.
tess_OAF_neutral_lose,tess_OAF_neutral_lose,Say the word rot.
tess_OAF_neutral_lot,tess_OAF_neutral_lot,Say the word pain.
tess_OAF_neutral_love,tess_OAF_neutral_love,Say the word walk.
tess_OAF_neutral_luck,tess_OAF_neutral_luck,Say the word shout.
tess_OAF_neutral_make,tess_OAF_neutral_make,Say the word dodge.
tess_OAF_neutral_match,tess_OAF_neutral_match,Say the word shack.
tess_OAF_neutral_merge,tess_OAF_neutral_merge,Say the word red.
tess_OAF_neutral_mess,tess_OAF_neutral_mess,Say the word keep.
tess_OAF_neutral_met,tess_OAF_neutral_met,Say the word such.
tess_OAF_neutral_mill,tess_OAF_neutral_mill,Say the word search.
tess_OAF_neutral_mob,tess_OAF_neutral_mob,Say the word shall.
tess_OAF_neutral_mode,tess_OAF_neutral_mode,Say the word chalk.
tess_OAF_neutral_mood,tess_OAF_neutral_mood,Say the word week.
tess_OAF_neutral_moon,tess_OAF_neutral_moon,Say the word road.
tess_OAF_neutral_mop,tess_OAF_neutral_mop,Say the word came.
tess_OAF_neutral_mouse,tess_OAF_neutral_mouse,Say the word pearl.
tess_OAF_neutral_nag,tess_OAF_neutral_nag,Say the word mouse.
tess_OAF_neutral_name,tess_OAF_neutral_name,Say the word mill.
tess_OAF_neutral_near,tess_OAF_neutral_near,Say the word kick.
tess_OAF_neutral_neat,tess_OAF_neutral_neat,Say the word dime.
tess_OAF_neutral_nice,tess_OAF_neutral_nice,Say the word rose.
tess_OAF_neutral_note,tess_OAF_neutral_note,Say the word hush.
tess_OAF_neutral_numb,tess_OAF_neutral_numb,Say the word knock.
tess_OAF_neutral_pad,tess_OAF_neutral_pad,Say the word wire.
tess_OAF_neutral_page,tess_OAF_neutral_page,Say the word shout.
tess_OAF_neutral_pain,tess_OAF_neutral_pain,Say the word chain.
tess_OAF_neutral_pass,tess_OAF_neutral_pass,Say the word base.
tess_OAF_neutral_pearl,tess_OAF_neutral_pearl,Say the word said.
tess_OAF_neutral_peg,tess_OAF_neutral_peg,Say the word shall.
tess_OAF_neutral_perch,tess_OAF_neutral_perch,Say the word soup.
tess_OAF_neutral_phone,tess_OAF_neutral_phone,Say the word gap.
tess_OAF_neutral_pick,tess_OAF_neutral_pick,Say the word gin.
tess_OAF_neutral_pike,tess_OAF_neutral_pike,Say the word rat.
tess_OAF_neutral_pole,tess_OAF_neutral_pole,Say the word yes.
tess_OAF_neutral_pool,tess_OAF_neutral_pool,Say the word wife.
tess_OAF_neutral_puff,tess_OAF_neutral_puff,Say the word germ.
tess_OAF_neutral_rag,tess_OAF_neutral_rag,Say the word soup.
tess_OAF_neutral_raid,tess_OAF_neutral_raid,Say the word road.
tess_OAF_neutral_rain,tess_OAF_neutral_rain,Say the word base.
tess_OAF_neutral_raise,tess_OAF_neutral_raise,Say the word deep.
tess_OAF_neutral_rat,tess_OAF_neutral_rat,Say the word tough.
tess_OAF_neutral_reach,tess_OAF_neutral_reach,Say the word rag.
tess_OAF_neutral_read,tess_OAF_neutral_read,Say the word late.
tess_OAF_neutral_red,tess_OAF_neutral_red,Say the word south.
tess_OAF_neutral_ring,tess_OAF_neutral_ring,Say the word germ.
tess_OAF_neutral_ripe,tess_OAF_neutral_ripe,Say the word thumb.
tess_OAF_neutral_road,tess_OAF_neutral_road,Say the word join.
tess_OAF_neutral_room,tess_OAF_neutral_room,Say the word seize.
tess_OAF_neutral_rose,tess_OAF_neutral_rose,Say the word fail.
tess_OAF_neutral_rot,tess_OAF_neutral_rot,Say the word said.
tess_OAF_neutral_rough,tess_OAF_neutral_rough,Say the word perch.
tess_OAF_neutral_rush,tess_OAF_neutral_rush,Say the word book.
tess_OAF_neutral_said,tess_OAF_neutral_said,Say the word rag.
tess_OAF_neutral_sail,tess_OAF_neutral_sail,Say the word pick.
tess_OAF_neutral_search,tess_OAF_neutral_search,Say the word tape.
tess_OAF_neutral_seize,tess_OAF_neutral_seize,Say the word goose.
tess_OAF_neutral_sell,tess_OAF_neutral_sell,Say the word rough.
tess_OAF_neutral_shack,tess_OAF_neutral_shack,Say the word make.
tess_OAF_neutral_shall,tess_OAF_neutral_shall,Say the word pick.
tess_OAF_neutral_shawl,tess_OAF_neutral_shawl,Say the word ring.
tess_OAF_neutral_sheep,tess_OAF_neutral_sheep,Say the word bone.
tess_OAF_neutral_shirt,tess_OAF_neutral_shirt,Say the word hole.
tess_OAF_neutral_should,tess_OAF_neutral_should,Say the word limb.
tess_OAF_neutral_shout,tess_OAF_neutral_shout,Say the word pass.
tess_OAF_neutral_size,tess_OAF_neutral_size,Say the word have.
tess_OAF_neutral_soap,tess_OAF_neutral_soap,Say the word pool.
tess_OAF_neutral_soup,tess_OAF_neutral_soup,Say the word ring.
tess_OAF_neutral_sour,tess_OAF_neutral_sour,Say the word luck.
tess_OAF_neutral_south,tess_OAF_neutral_south,Say the word shawl.
tess_OAF_neutral_sub,tess_OAF_neutral_sub,Say the word vote.
tess_OAF_neutral_such,tess_OAF_neutral_such,Say the word hole.
tess_OAF_neutral_sure,tess_OAF_neutral_sure,Say the word dog.
tess_OAF_neutral_take,tess_OAF_neutral_take,Say the word cheek.
tess_OAF_neutral_talk,tess_OAF_neutral_talk,Say the word ring.
tess_OAF_neutral_tape,tess_OAF_neutral_tape,Say the word door.
tess_OAF_neutral_team,tess_OAF_neutral_team,Say the word pass.
tess_OAF_neutral_tell,tess_OAF_neutral_tell,Say the word mouse.
tess_OAF_neutral_thin,tess_OAF_neutral_thin,Say the word fit.
tess_OAF_neutral_third,tess_OAF_neutral_third,Say the word hash.
tess_OAF_neutral_thought,tess_OAF_neutral_thought,Say the word vine.
tess_OAF_neutral_thumb,tess_OAF_neutral_thumb,Say the word south.
tess_OAF_neutral_time,tess_OAF_neutral_time,Say the word hash.
tess_OAF_neutral_tip,tess_OAF_neutral_tip,Say the word burn.
tess_OAF_neutral_tire,tess_OAF_neutral_tire,Say the word void.
tess_OAF_neutral_ton,tess_OAF_neutral_ton,Say the word seize.
tess_OAF_neutral_tool,tess_OAF_neutral_tool,Say the word dog.
tess_OAF_neutral_tough,tess_OAF_neutral_tough,Say the word bone.
tess_OAF_neutral_turn,tess_OAF_neutral_turn,Say the word near.
tess_OAF_neutral_vine,tess_OAF_neutral_vine,Say the word pad.
tess_OAF_neutral_voice,tess_OAF_neutral_voice,Say the word death.
tess_OAF_neutral_void,tess_OAF_neutral_void,Say the word sail.
tess_OAF_neutral_vote,tess_OAF_neutral_vote,Say the word pad.
tess_OAF_neutral_wag,tess_OAF_neutral_wag,Say the word fall.
tess_OAF_neutral_walk,tess_OAF_neutral_walk,Say the word vote.
tess_OAF_neutral_wash,tess_OAF_neutral_wash,Say the word back.
tess_OAF_neutral_week,tess_OAF_neutral_week,Say the word rough.
tess_OAF_neutral_wheat,tess_OAF_neutral_wheat,Say the word tire.
tess_OAF_neutral_when,tess_OAF_neutral_when,Say the word name.
tess_OAF_neutral_which,tess_OAF_neutral_which,Say the word fit.
tess_OAF_neutral_whip,tess_OAF_neutral_whip,Say the word wash.
tess_OAF_neutral_white,tess_OAF_neutral_white,Say the word rain.
tess_OAF_neutral_wife,tess_OAF_neutral_wife,Say the word ring.
tess_OAF_neutral_wire,tess_OAF_neutral_wire,Say the word team.
tess_OAF_neutral_witch,tess_OAF_neutral_witch,Say the word bar.
tess_OAF_neutral_yearn,tess_OAF_neutral_yearn,Say the word should.
tess_OAF_neutral_yes,tess_OAF_neutral_yes,Say the word pass.
tess_OAF_neutral_young,tess_OAF_neutral_young,Say the word moon.
tess_OAF_neutral_youth,tess_OAF_neutral_youth,Say the word which.
tess_OAF_pleasant-surprise_back,tess_OAF_pleasant-surprise_back,Say the word calm.
tess_OAF_pleasant-surprise_bar,tess_OAF_pleasant-surprise_bar,Say the word kite.
tess_OAF_pleasant-surprise_base,tess_OAF_pleasant-surprise_base,Say the word wife.
tess_OAF_pleasant-surprise_bath,tess_OAF_pleasant-surprise_bath,Say the word mood.
tess_OAF_pleasant-surprise_bean,tess_OAF_pleasant-surprise_bean,Say the word merge.
tess_OAF_pleasant-surprise_beg,tess_OAF_pleasant-surprise_beg,Say the word kick.
tess_OAF_pleasant-surprise_bite,tess_OAF_pleasant-surprise_bite,Say the word vine.
tess_OAF_pleasant-surprise_boat,tess_OAF_pleasant-surprise_boat,Say the word sure.
tess_OAF_pleasant-surprise_bone,tess_OAF_pleasant-surprise_bone,Say the word judge.
tess_OAF_pleasant-surprise_book,tess_OAF_pleasant-surprise_book,Say the word get.
tess_OAF_pleasant-surprise_bought,tess_OAF_pleasant-surprise_bought,Say the word rose.
tess_OAF_pleasant-surprise_burn,tess_OAF_pleasant-surprise_burn,Say the word lease.
tess_OAF_pleasant-surprise_cab,tess_OAF_pleasant-surprise_cab,Say the word puff.
tess_OAF_pleasant-surprise_calm,tess_OAF_pleasant-surprise_calm,Say the word get.
tess_OAF_pleasant-surprise_came,tess_OAF_pleasant-surprise_came,Say the word goose.
tess_OAF_pleasant-surprise_cause,tess_OAF_pleasant-surprise_cause,Say the word laud.
tess_OAF_pleasant-surprise_chain,tess_OAF_pleasant-surprise_chain,Say the word love.
tess_OAF_pleasant-surprise_chair,tess_OAF_pleasant-surprise_chair,Say the word rot.
tess_OAF_pleasant-surprise_chalk,tess_OAF_pleasant-surprise_chalk,Say the word learn.
tess_OAF_pleasant-surprise_chat,tess_OAF_pleasant-surprise_chat,Say the word time.
tess_OAF_pleasant-surprise_check,tess_OAF_pleasant-surprise_check,Say the word back.
tess_OAF_pleasant-surprise_cheek,tess_OAF_pleasant-surprise_cheek,Say the word chair.
tess_OAF_pleasant-surprise_chief,tess_OAF_pleasant-surprise_chief,Say the word cause.
tess_OAF_pleasant-surprise_choice,tess_OAF_pleasant-surprise_choice,Say the word match.
tess_OAF_pleasant-surprise_cool,tess_OAF_pleasant-surprise_cool,Say the word such.
tess_OAF_pleasant-surprise_dab,tess_OAF_pleasant-surprise_dab,Say the word read.
tess_OAF_pleasant-surprise_date,tess_OAF_pleasant-surprise_date,Say the word fit.
tess_OAF_pleasant-surprise_dead,tess_OAF_pleasant-surprise_dead,Say the word nag.
tess_OAF_pleasant-surprise_death,tess_OAF_pleasant-surprise_death,Say the word wife.
tess_OAF_pleasant-surprise_deep,tess_OAF_pleasant-surprise_deep,Say the word bought.
tess_OAF_pleasant-surprise_dime,tess_OAF_pleasant-surprise_dime,Say the word gap.
tess_OAF_pleasant-surprise_dip,tess_OAF_pleasant-surprise_dip,Say the word numb.
tess_OAF_pleasant-surprise_ditch,tess_OAF_pleasant-surprise_ditch,Say the word choice.
tess_OAF_pleasant-surprise_dodge,tess_OAF_pleasant-surprise_dodge,Say the word tape.
tess_OAF_pleasant-surprise_dog,tess_OAF_pleasant-surprise_dog,Say the word thin.
tess_OAF_pleasant-surprise_doll,tess_OAF_pleasant-surprise_doll,Say the word soup.
tess_OAF_pleasant-surprise_door,tess_OAF_pleasant-surprise_door,Say the word lore.
tess_OAF_pleasant-surprise_fail,tess_OAF_pleasant-surprise_fail,Say the word gin.
tess_OAF_pleasant-surprise_fall,tess_OAF_pleasant-surprise_fall,Say the word lose.
tess_OAF_pleasant-surprise_far,tess_OAF_pleasant-surprise_far,Say the word lose.
tess_OAF_pleasant-surprise_fat,tess_OAF_pleasant-surprise_fat,Say the word chair.
tess_OAF_pleasant-surprise_fit,tess_OAF_pleasant-surprise_fit,Say the word mode.
tess_OAF_pleasant-surprise_five,tess_OAF_pleasant-surprise_five,Say the word sour.
tess_OAF_pleasant-surprise_food,tess_OAF_pleasant-surprise_food,Say the word laud.
tess_OAF_pleasant-surprise_gap,tess_OAF_pleasant-surprise_gap,Say the word fat.
tess_OAF_pleasant-surprise_gas,tess_OAF_pleasant-surprise_gas,Say the word hall.
tess_OAF_pleasant-surprise_gaze,tess_OAF_pleasant-surprise_gaze,Say the word perch.
tess_OAF_pleasant-surprise_germ,tess_OAF_pleasant-surprise_germ,Say the word talk.
tess_OAF_pleasant-surprise_get,tess_OAF_pleasant-surprise_get,Say the word dip.
tess_OAF_pleasant-surprise_gin,tess_OAF_pleasant-surprise_gin,Say the word which.
tess_OAF_pleasant-surprise_goal,tess_OAF_pleasant-surprise_goal,Say the word nag.
tess_OAF_pleasant-surprise_good,tess_OAF_pleasant-surprise_good,Say the word deep.
tess_OAF_pleasant-surprise_goose,tess_OAF_pleasant-surprise_goose,Say the word fit.
tess_OAF_pleasant-surprise_gun,tess_OAF_pleasant-surprise_gun,Say the word sour.
tess_OAF_pleasant-surprise_half,tess_OAF_pleasant-surprise_half,Say the word dead.
tess_OAF_pleasant-surprise_hall,tess_OAF_pleasant-surprise_hall,Say the word mill.
tess_OAF_pleasant-surprise_hash,tess_OAF_pleasant-surprise_hash,Say the word goal.
tess_OAF_pleasant-surprise_hate,tess_OAF_pleasant-surprise_hate,Say the word nag.
tess_OAF_pleasant-surprise_have,tess_OAF_pleasant-surprise_have,Say the word said.
tess_OAF_pleasant-surprise_haze,tess_OAF_pleasant-surprise_haze,Say the word talk.
tess_OAF_pleasant-surprise_hire,tess_OAF_pleasant-surprise_hire,Say the word chat.
tess_OAF_pleasant-surprise_hit,tess_OAF_pleasant-surprise_hit,Say the word note.
tess_OAF_pleasant-surprise_hole,tess_OAF_pleasant-surprise_hole,Say the word dodge.
tess_OAF_pleasant-surprise_home,tess_OAF_pleasant-surprise_home,Say the word bean.
tess_OAF_pleasant-surprise_hurl,tess_OAF_pleasant-surprise_hurl,Say the word keg.
tess_OAF_pleasant-surprise_hush,tess_OAF_pleasant-surprise_hush,Say the word sail.
tess_OAF_pleasant-surprise_jail,tess_OAF_pleasant-surprise_jail,Say the word life.
tess_OAF_pleasant-surprise_jar,tess_OAF_pleasant-surprise_jar,Say the word vote.
tess_OAF_pleasant-surprise_join,tess_OAF_pleasant-surprise_join,Say the word name.
tess_OAF_pleasant-surprise_judge,tess_OAF_pleasant-surprise_judge,Say the word deep.
tess_OAF_pleasant-surprise_jug,tess_OAF_pleasant-surprise_jug,Say the word vote.
tess_OAF_pleasant-surprise_juice,tess_OAF_pleasant-surprise_juice,Say the word gaze.
tess_OAF_pleasant-surprise_keen,tess_OAF_pleasant-surprise_keen,Say the word perch.
tess_OAF_pleasant-surprise_keep,tess_OAF_pleasant-surprise_keep,Say the word choice.
tess_OAF_pleasant-surprise_keg,tess_OAF_pleasant-surprise_keg,Say the word shirt.
tess_OAF_pleasant-surprise_kick,tess_OAF_pleasant-surprise_kick,Say the word dog.
tess_OAF_pleasant-surprise_kill,tess_OAF_pleasant-surprise_kill,Say the word pass.
