file_id_sample_to_clone,file_id_sample_to_compare,text
tess_OAF_pleasant-surprise_king,tess_OAF_pleasant-surprise_king,Say the word choice.
tess_OAF_pleasant-surprise_kite,tess_OAF_pleasant-surprise_kite,Say the word ditch.
tess_OAF_pleasant-surprise_knock,tess_OAF_pleasant-surprise_knock,Say the word week.
tess_OAF_pleasant-surprise_late,tess_OAF_pleasant-surprise_late,Say the word dog.
tess_OAF_pleasant-surprise_laud,tess_OAF_pleasant-surprise_laud,Say the word lose.
tess_OAF_pleasant-surprise_lean,tess_OAF_pleasant-surprise_lean,Say the word juice.
tess_OAF_pleasant-surprise_learn,tess_OAF_pleasant-surprise_learn,Say the word hush.
tess_OAF_pleasant-surprise_lease,tess_OAF_pleasant-surprise_lease,Say the word team.
tess_OAF_pleasant-surprise_lid,tess_OAF_pleasant-surprise_lid,Say the word rose.
tess_OAF_pleasant-surprise_life,tess_OAF_pleasant-surprise_life,Say the word kill.
tess_OAF_pleasant-surprise_limb,tess_OAF_pleasant-surprise_limb,Say the word deep.
tess_OAF_pleasant-surprise_live,tess_OAF_pleasant-surprise_live,Say the word loaf.
tess_OAF_pleasant-surprise_loaf,tess_OAF_pleasant-surprise_loaf,Say the word moon.
tess_OAF_pleasant-surprise_long,tess_OAF_pleasant-surprise_long,Say the word chair.
tess_OAF_pleasant-surprise_lore,tess_OAF_pleasant-surprise_lore,Say the word bone.
tess_OAF_pleasant-surprise_lose,tess_OAF_pleasant-surprise_lose,Say the word pool.
tess_OAF_pleasant-surprise_lot,tess_OAF_pleasant-surprise_lot,Say the word ripe.
tess_OAF_pleasant-surprise_love,tess_OAF_pleasant-surprise_love,Say the word tool.
tess_OAF_pleasant-surprise_luck,tess_OAF_pleasant-surprise_luck,Say the word white.
tess_OAF_pleasant-surprise_make,tess_OAF_pleasant-surprise_make,Say the word team.
tess_OAF_pleasant-surprise_match,tess_OAF_pleasant-surprise_match,Say the word life.
tess_OAF_pleasant-surprise_merge,tess_OAF_pleasant-surprise_merge,Say the word kite.
tess_OAF_pleasant-surprise_mess,tess_OAF_pleasant-surprise_mess,Say the word germ.
tess_OAF_pleasant-surprise_met,tess_OAF_pleasant-surprise_met,Say the word pike.
tess_OAF_pleasant-surprise_mill,tess_OAF_pleasant-surprise_mill,Say the word hurl.
tess_OAF_pleasant-surprise_mob,tess_OAF_pleasant-surprise_mob,Say the word date.
tess_OAF_pleasant-surprise_mode,tess_OAF_pleasant-surprise_mode,Say the word shawl.
tess_OAF_pleasant-surprise_mood,tess_OAF_pleasant-surprise_mood,Say the word keep.
tess_OAF_pleasant-surprise_moon,tess_OAF_pleasant-surprise_moon,Say the word raise.
tess_OAF_pleasant-surprise_mop,tess_OAF_pleasant-surprise_mop,Say the word death.
tess_OAF_pleasant-surprise_mouse,tess_OAF_pleasant-surprise_mouse,Say the word wag.
tess_OAF_pleasant-surprise_nag,tess_OAF_pleasant-surprise_nag,Say the word hush.
tess_OAF_pleasant-surprise_name,tess_OAF_pleasant-surprise_name,Say the word room.
tess_OAF_pleasant-surprise_near,tess_OAF_pleasant-surprise_near,Say the word lease.
tess_OAF_pleasant-surprise_neat,tess_OAF_pleasant-surprise_neat,Say the word shack.
tess_OAF_pleasant-surprise_nice,tess_OAF_pleasant-surprise_nice,Say the word mouse.
tess_OAF_pleasant-surprise_note,tess_OAF_pleasant-surprise_note,Say the word wife.
tess_OAF_pleasant-surprise_numb,tess_OAF_pleasant-surprise_numb,Say the word pool.
tess_OAF_pleasant-surprise_pad,tess_OAF_pleasant-surprise_pad,Say the word make.
tess_OAF_pleasant-surprise_page,tess_OAF_pleasant-surprise_page,Say the word rose.
tess_OAF_pleasant-surprise_pain,tess_OAF_pleasant-surprise_pain,Say the word gun.
tess_OAF_pleasant-surprise_pass,tess_OAF_pleasant-surprise_pass,Say the word bar.
tess_OAF_pleasant-surprise_pearl,tess_OAF_pleasant-surprise_pearl,Say the word raid.
tess_OAF_pleasant-surprise_peg,tess_OAF_pleasant-surprise_peg,Say the word thumb.
tess_OAF_pleasant-surprise_perch,tess_OAF_pleasant-surprise_perch,Say the word vote.
tess_OAF_pleasant-surprise_phone,tess_OAF_pleasant-surprise_phone,Say the word burn.
tess_OAF_pleasant-surprise_pick,tess_OAF_pleasant-surprise_pick,Say the word note.
tess_OAF_pleasant-surprise_pike,tess_OAF_pleasant-surprise_pike,Say the word gin.
tess_OAF_pleasant-surprise_pole,tess_OAF_pleasant-surprise_pole,Say the word shirt.
tess_OAF_pleasant-surprise_pool,tess_OAF_pleasant-surprise_pool,Say the word youth.
tess_OAF_pleasant-surprise_puff,tess_OAF_pleasant-surprise_puff,Say the word tip.
tess_OAF_pleasant-surprise_rag,tess_OAF_pleasant-surprise_rag,Say the word love.
tess_OAF_pleasant-surprise_raid,tess_OAF_pleasant-surprise_raid,Say the word red.
tess_OAF_pleasant-surprise_rain,tess_OAF_pleasant-surprise_rain,Say the word base.
tess_OAF_pleasant-surprise_raise,tess_OAF_pleasant-surprise_raise,Say the word size.
tess_OAF_pleasant-surprise_rat,tess_OAF_pleasant-surprise_rat,Say the word mouse.
tess_OAF_pleasant-surprise_reach,tess_OAF_pleasant-surprise_reach,Say the word choice.
tess_OAF_pleasant-surprise_read,tess_OAF_pleasant-surprise_read,Say the word wire.
tess_OAF_pleasant-surprise_red,tess_OAF_pleasant-surprise_red,Say the word mess.
tess_OAF_pleasant-surprise_ring,tess_OAF_pleasant-surprise_ring,Say the word sail.
tess_OAF_pleasant-surprise_ripe,tess_OAF_pleasant-surprise_ripe,Say the word rose.
tess_OAF_pleasant-surprise_road,tess_OAF_pleasant-surprise_road,Say the word get.
tess_OAF_pleasant-surprise_room,tess_OAF_pleasant-surprise_room,Say the word kill.
tess_OAF_pleasant-surprise_rose,tess_OAF_pleasant-surprise_rose,Say the word pick.
tess_OAF_pleasant-surprise_rot,tess_OAF_pleasant-surprise_rot,Say the word germ.
tess_OAF_pleasant-surprise_rough,tess_OAF_pleasant-surprise_rough,Say the word puff.
tess_OAF_pleasant-surprise_rush,tess_OAF_pleasant-surprise_rush,Say the word yearn.
tess_OAF_pleasant-surprise_said,tess_OAF_pleasant-surprise_said,Say the word hush.
tess_OAF_pleasant-surprise_sail,tess_OAF_pleasant-surprise_sail,Say the word rush.
tess_OAF_pleasant-surprise_search,tess_OAF_pleasant-surprise_search,Say the word met.
tess_OAF_pleasant-surprise_seize,tess_OAF_pleasant-surprise_seize,Say the word take.
tess_OAF_pleasant-surprise_sell,tess_OAF_pleasant-surprise_sell,Say the word met.
tess_OAF_pleasant-surprise_shack,tess_OAF_pleasant-surprise_shack,Say the word tough.
tess_OAF_pleasant-surprise_shall,tess_OAF_pleasant-surprise_shall,Say the word such.
tess_OAF_pleasant-surprise_shawl,tess_OAF_pleasant-surprise_shawl,Say the word juice.
tess_OAF_pleasant-surprise_sheep,tess_OAF_pleasant-surprise_sheep,Say the word laud.
tess_OAF_pleasant-surprise_shirt,tess_OAF_pleasant-surprise_shirt,Say the word peg.
tess_OAF_pleasant-surprise_should,tess_OAF_pleasant-surprise_should,Say the word sheep.
tess_OAF_pleasant-surprise_shout,tess_OAF_pleasant-surprise_shout,Say the word kick.
tess_OAF_pleasant-surprise_size,tess_OAF_pleasant-surprise_size,Say the word white.
tess_OAF_pleasant-surprise_soap,tess_OAF_pleasant-surprise_soap,Say the word juice.
tess_OAF_pleasant-surprise_soup,tess_OAF_pleasant-surprise_soup,Say the word check.
tess_OAF_pleasant-surprise_sour,tess_OAF_pleasant-surprise_sour,Say the word talk.
tess_OAF_pleasant-surprise_south,tess_OAF_pleasant-surprise_south,Say the word choice.
tess_OAF_pleasant-surprise_sub,tess_OAF_pleasant-surprise_sub,Say the word have.
tess_OAF_pleasant-surprise_such,tess_OAF_pleasant-surprise_such,Say the word hire.
tess_OAF_pleasant-surprise_sure,tess_OAF_pleasant-surprise_sure,Say the word thin.
tess_OAF_pleasant-surprise_take,tess_OAF_pleasant-surprise_take,Say the word back.
tess_OAF_pleasant-surprise_talk,tess_OAF_pleasant-surprise_talk,Say the word rot.
tess_OAF_pleasant-surprise_tape,tess_OAF_pleasant-surprise_tape,Say the word base.
tess_OAF_pleasant-surprise_team,tess_OAF_pleasant-surprise_team,Say the word sub.
tess_OAF_pleasant-surprise_tell,tess_OAF_pleasant-surprise_tell,Say the word numb.
tess_OAF_pleasant-surprise_thin,tess_OAF_pleasant-surprise_thin,Say the word bought.
tess_OAF_pleasant-surprise_third,tess_OAF_pleasant-surprise_third,Say the word young.
tess_OAF_pleasant-surprise_thought,tess_OAF_pleasant-surprise_thought,Say the word cheek.
tess_OAF_pleasant-surprise_thumb,tess_OAF_pleasant-surprise_thumb,Say the word bath.
tess_OAF_pleasant-surprise_time,tess_OAF_pleasant-surprise_time,Say the word hash.
tess_OAF_pleasant-surprise_tip,tess_OAF_pleasant-surprise_tip,Say the word talk.
tess_OAF_pleasant-surprise_tire,tess_OAF_pleasant-surprise_tire,Say the word gap.
tess_OAF_pleasant-surprise_ton,tess_OAF_pleasant-surprise_ton,Say the word week.
tess_OAF_pleasant-surprise_tool,tess_OAF_pleasant-surprise_tool,Say the word late.
tess_OAF_pleasant-surprise_tough,tess_OAF_pleasant-surprise_tough,Say the word soup.
tess_OAF_pleasant-surprise_turn,tess_OAF_pleasant-surprise_turn,Say the word should.
tess_OAF_pleasant-surprise_vine,tess_OAF_pleasant-surprise_vine,Say the word dime.
tess_OAF_pleasant-surprise_voice,tess_OAF_pleasant-surprise_voice,Say the word beg.
tess_OAF_pleasant-surprise_void,tess_OAF_pleasant-surprise_void,Say the word moon.
tess_OAF_pleasant-surprise_vote,tess_OAF_pleasant-surprise_vote,Say the word jug.
tess_OAF_pleasant-surprise_wag,tess_OAF_pleasant-surprise_wag,Say the word take.
tess_OAF_pleasant-surprise_walk,tess_OAF_pleasant-surprise_walk,Say the word should.
tess_OAF_pleasant-surprise_wash,tess_OAF_pleasant-surprise_wash,Say the word hush.
tess_OAF_pleasant-surprise_week,tess_OAF_pleasant-surprise_week,Say the word chat.
tess_OAF_pleasant-surprise_wheat,tess_OAF_pleasant-surprise_wheat,Say the word when.
tess_OAF_pleasant-surprise_when,tess_OAF_pleasant-surprise_when,Say the word kill.
tess_OAF_pleasant-surprise_which,tess_OAF_pleasant-surprise_which,Say the word dab.
tess_OAF_pleasant-surprise_whip,tess_OAF_pleasant-surprise_whip,Say the word gun.
tess_OAF_pleasant-surprise_white,tess_OAF_pleasant-surprise_white,Say the word match.
tess_OAF_pleasant-surprise_wife,tess_OAF_pleasant-surprise_wife,Say the word hurl.
tess_OAF_pleasant-surprise_wire,tess_OAF_pleasant-surprise_wire,Say the word lot.
tess_OAF_pleasant-surprise_witch,tess_OAF_pleasant-surprise_witch,Say the word sail.
tess_OAF_pleasant-surprise_yearn,tess_OAF_pleasant-surprise_yearn,Say the word mob.
tess_OAF_pleasant-surprise_yes,tess_OAF_pleasant-surprise_yes,Say the word dodge.
tess_OAF_pleasant-surprise_young,tess_OAF_pleasant-surprise_young,Say the word rat.
tess_OAF_pleasant-surprise_youth,tess_OAF_pleasant-surprise_youth,Say the word knock.
tess_OAF_sadness_back,tess_OAF_sadness_back,Say the word cause.
tess_OAF_sadness_bar,tess_OAF_sadness_bar,Say the word time.
tess_OAF_sadness_base,tess_OAF_sadness_base,Say the word time.
tess_OAF_sadness_bath,tess_OAF_sadness_bath,Say the word pad.
tess_OAF_sadness_bean,tess_OAF_sadness_bean,Say the word ton.
tess_OAF_sadness_beg,tess_OAF_sadness_beg,Say the word fail.
tess_OAF_sadness_bite,tess_OAF_sadness_bite,Say the word dime.
tess_OAF_sadness_boat,tess_OAF_sadness_boat,Say the word nice.
tess_OAF_sadness_bone,tess_OAF_sadness_bone,Say the word shirt.
tess_OAF_sadness_book,tess_OAF_sadness_book,Say the word tape.
tess_OAF_sadness_bought,tess_OAF_sadness_bought,Say the word witch.
tess_OAF_sadness_burn,tess_OAF_sadness_burn,Say the word deep.
tess_OAF_sadness_cab,tess_OAF_sadness_cab,Say the word goose.
tess_OAF_sadness_calm,tess_OAF_sadness_calm,Say the word death.
tess_OAF_sadness_came,tess_OAF_sadness_came,Say the word kill.
tess_OAF_sadness_cause,tess_OAF_sadness_cause,Say the word road.
tess_OAF_sadness_chain,tess_OAF_sadness_chain,Say the word merge.
tess_OAF_sadness_chair,tess_OAF_sadness_chair,Say the word laud.
tess_OAF_sadness_chalk,tess_OAF_sadness_chalk,Say the word keg.
tess_OAF_sadness_chat,tess_OAF_sadness_chat,Say the word fit.
tess_OAF_sadness_check,tess_OAF_sadness_check,Say the word cheek.
tess_OAF_sadness_cheek,tess_OAF_sadness_cheek,Say the word half.
tess_OAF_sadness_chief,tess_OAF_sadness_chief,Say the word half.
tess_OAF_sadness_choice,tess_OAF_sadness_choice,Say the word luck.
tess_OAF_sadness_cool,tess_OAF_sadness_cool,Say the word hole.
tess_OAF_sadness_dab,tess_OAF_sadness_dab,Say the word rush.
tess_OAF_sadness_date,tess_OAF_sadness_date,Say the word shawl.
tess_OAF_sadness_dead,tess_OAF_sadness_dead,Say the word mess.
tess_OAF_sadness_death,tess_OAF_sadness_death,Say the word sell.
tess_OAF_sadness_deep,tess_OAF_sadness_deep,Say the word mill.
tess_OAF_sadness_dime,tess_OAF_sadness_dime,Say the word hit.
tess_OAF_sadness_dip,tess_OAF_sadness_dip,Say the word rat.
tess_OAF_sadness_ditch,tess_OAF_sadness_ditch,Say the word thin.
tess_OAF_sadness_dodge,tess_OAF_sadness_dodge,Say the word vote.
tess_OAF_sadness_dog,tess_OAF_sadness_dog,Say the word wire.
tess_OAF_sadness_doll,tess_OAF_sadness_doll,Say the word rough.
tess_OAF_sadness_door,tess_OAF_sadness_door,Say the word hash.
tess_OAF_sadness_fail,tess_OAF_sadness_fail,Say the word fit.
tess_OAF_sadness_fall,tess_OAF_sadness_fall,Say the word shall.
tess_OAF_sadness_far,tess_OAF_sadness_far,Say the word bone.
tess_OAF_sadness_fat,tess_OAF_sadness_fat,Say the word book.
tess_OAF_sadness_fit,tess_OAF_sadness_fit,Say the word laud.
tess_OAF_sadness_five,tess_OAF_sadness_five,Say the word goal.
tess_OAF_sadness_food,tess_OAF_sadness_food,Say the word fall.
tess_OAF_sadness_gap,tess_OAF_sadness_gap,Say the word rag.
tess_OAF_sadness_gas,tess_OAF_sadness_gas,Say the word knock.
tess_OAF_sadness_gaze,tess_OAF_sadness_gaze,Say the word goal.
tess_OAF_sadness_germ,tess_OAF_sadness_germ,Say the word good.
tess_OAF_sadness_get,tess_OAF_sadness_get,Say the word dab.
tess_OAF_sadness_gin,tess_OAF_sadness_gin,Say the word walk.
tess_OAF_sadness_goal,tess_OAF_sadness_goal,Say the word jug.
tess_OAF_sadness_good,tess_OAF_sadness_good,Say the word rag.
tess_OAF_sadness_goose,tess_OAF_sadness_goose,Say the word chief.
tess_OAF_sadness_gun,tess_OAF_sadness_gun,Say the word which.
tess_OAF_sadness_half,tess_OAF_sadness_half,Say the word long.
tess_OAF_sadness_hall,tess_OAF_sadness_hall,Say the word bean.
tess_OAF_sadness_hash,tess_OAF_sadness_hash,Say the word king.
tess_OAF_sadness_hate,tess_OAF_sadness_hate,Say the word rough.
tess_OAF_sadness_have,tess_OAF_sadness_have,Say the word germ.
tess_OAF_sadness_haze,tess_OAF_sadness_haze,Say the word beg.
tess_OAF_sadness_hire,tess_OAF_sadness_hire,Say the word when.
tess_OAF_sadness_hit,tess_OAF_sadness_hit,Say the word rough.
tess_OAF_sadness_hole,tess_OAF_sadness_hole,Say the word hall.
tess_OAF_sadness_home,tess_OAF_sadness_home,Say the word mess.
tess_OAF_sadness_hurl,tess_OAF_sadness_hurl,Say the word five.
tess_OAF_sadness_hush,tess_OAF_sadness_hush,Say the word laud.
tess_OAF_sadness_jail,tess_OAF_sadness_jail,Say the word tell.
tess_OAF_sadness_jar,tess_OAF_sadness_jar,Say the word raise.
tess_OAF_sadness_join,tess_OAF_sadness_join,Say the word thumb.
tess_OAF_sadness_judge,tess_OAF_sadness_judge,Say the word neat.
tess_OAF_sadness_jug,tess_OAF_sadness_jug,Say the word live.
tess_OAF_sadness_juice,tess_OAF_sadness_juice,Say the word soap.
tess_OAF_sadness_keen,tess_OAF_sadness_keen,Say the word match.
tess_OAF_sadness_keep,tess_OAF_sadness_keep,Say the word walk.
tess_OAF_sadness_keg,tess_OAF_sadness_keg,Say the word numb.
tess_OAF_sadness_kick,tess_OAF_sadness_kick,Say the word gaze.
tess_OAF_sadness_kill,tess_OAF_sadness_kill,Say the word pain.
tess_OAF_sadness_king,tess_OAF_sadness_king,Say the word read.
tess_OAF_sadness_kite,tess_OAF_sadness_kite,Say the word pass.
tess_OAF_sadness_knock,tess_OAF_sadness_knock,Say the word mob.
tess_OAF_sadness_late,tess_OAF_sadness_late,Say the word keep.
tess_OAF_sadness_laud,tess_OAF_sadness_laud,Say the word wag.
tess_OAF_sadness_lean,tess_OAF_sadness_lean,Say the word long.
tess_OAF_sadness_learn,tess_OAF_sadness_learn,Say the word wire.
tess_OAF_sadness_lease,tess_OAF_sadness_lease,Say the word dog.
tess_OAF_sadness_lid,tess_OAF_sadness_lid,Say the word learn.
tess_OAF_sadness_life,tess_OAF_sadness_life,Say the word pain.
tess_OAF_sadness_limb,tess_OAF_sadness_limb,Say the word calm.
tess_OAF_sadness_live,tess_OAF_sadness_live,Say the word mop.
tess_OAF_sadness_loaf,tess_OAF_sadness_loaf,Say the word rush.
tess_OAF_sadness_long,tess_OAF_sadness_long,Say the word dog.
tess_OAF_sadness_lore,tess_OAF_sadness_lore,Say the word page.
tess_OAF_sadness_lose,tess_OAF_sadness_lose,Say the word chalk.
tess_OAF_sadness_lot,tess_OAF_sadness_lot,Say the word thin.
tess_OAF_sadness_love,tess_OAF_sadness_love,Say the word tough.
tess_OAF_sadness_luck,tess_OAF_sadness_luck,Say the word peg.
tess_OAF_sadness_make,tess_OAF_sadness_make,Say the word pain.
tess_OAF_sadness_match,tess_OAF_sadness_match,Say the word rag.
tess_OAF_sadness_merge,tess_OAF_sadness_merge,Say the word food.
tess_OAF_sadness_mess,tess_OAF_sadness_mess,Say the word search.
tess_OAF_sadness_met,tess_OAF_sadness_met,Say the word dip.
tess_OAF_sadness_mill,tess_OAF_sadness_mill,Say the word mode.
tess_OAF_sadness_mob,tess_OAF_sadness_mob,Say the word dip.
tess_OAF_sadness_mode,tess_OAF_sadness_mode,Say the word dog.
tess_OAF_sadness_mood,tess_OAF_sadness_mood,Say the word life.
tess_OAF_sadness_moon,tess_OAF_sadness_moon,Say the word fit.
tess_OAF_sadness_mop,tess_OAF_sadness_mop,Say the word thin.
tess_OAF_sadness_mouse,tess_OAF_sadness_mouse,Say the word talk.
tess_OAF_sadness_nag,tess_OAF_sadness_nag,Say the word wife.
tess_OAF_sadness_name,tess_OAF_sadness_name,Say the word bone.
tess_OAF_sadness_near,tess_OAF_sadness_near,Say the word ring.
tess_OAF_sadness_neat,tess_OAF_sadness_neat,Say the word burn.
tess_OAF_sadness_nice,tess_OAF_sadness_nice,Say the word back.
tess_OAF_sadness_note,tess_OAF_sadness_note,Say the word dip.
tess_OAF_sadness_numb,tess_OAF_sadness_numb,Say the word bath.
tess_OAF_sadness_pad,tess_OAF_sadness_pad,Say the word long.
tess_OAF_sadness_page,tess_OAF_sadness_page,Say the word keep.
tess_OAF_sadness_pain,tess_OAF_sadness_pain,Say the word chain.
tess_OAF_sadness_pass,tess_OAF_sadness_pass,Say the word bone.
tess_OAF_sadness_pearl,tess_OAF_sadness_pearl,Say the word live.
tess_OAF_sadness_peg,tess_OAF_sadness_peg,Say the word pick.
tess_OAF_sadness_perch,tess_OAF_sadness_perch,Say the word room.
tess_OAF_sadness_phone,tess_OAF_sadness_phone,Say the word cool.
tess_OAF_sadness_pick,tess_OAF_sadness_pick,Say the word goal.
tess_OAF_sadness_pike,tess_OAF_sadness_pike,Say the word neat.
tess_OAF_sadness_pole,tess_OAF_sadness_pole,Say the word check.
tess_OAF_sadness_pool,tess_OAF_sadness_pool,Say the word pole.
tess_OAF_sadness_puff,tess_OAF_sadness_puff,Say the word tire.
tess_OAF_sadness_rag,tess_OAF_sadness_rag,Say the word chat.
tess_OAF_sadness_raid,tess_OAF_sadness_raid,Say the word keg.
tess_OAF_sadness_rain,tess_OAF_sadness_rain,Say the word witch.
tess_OAF_sadness_raise,tess_OAF_sadness_raise,Say the word fall.
tess_OAF_sadness_rat,tess_OAF_sadness_rat,Say the word limb.
tess_OAF_sadness_reach,tess_OAF_sadness_reach,Say the word white.
tess_OAF_sadness_read,tess_OAF_sadness_read,Say the word neat.
tess_OAF_sadness_red,tess_OAF_sadness_red,Say the word merge.
tess_OAF_sadness_ring,tess_OAF_sadness_ring,Say the word fat.
tess_OAF_sadness_ripe,tess_OAF_sadness_ripe,Say the word get.
tess_OAF_sadness_road,tess_OAF_sadness_road,Say the word bath.
tess_OAF_sadness_room,tess_OAF_sadness_room,Say the word life.
tess_OAF_sadness_rose,tess_OAF_sadness_rose,Say the word judge.
tess_OAF_sadness_rot,tess_OAF_sadness_rot,Say the word yes.
tess_OAF_sadness_rough,tess_OAF_sadness_rough,Say the word back.
tess_OAF_sadness_rush,tess_OAF_sadness_rush,Say the word wheat.
tess_OAF_sadness_said,tess_OAF_sadness_said,Say the word hit.
tess_OAF_sadness_sail,tess_OAF_sadness_sail,Say the word mouse.
tess_OAF_sadness_search,tess_OAF_sadness_search,Say the word ring.
tess_OAF_sadness_seize,tess_OAF_sadness_seize,Say the word raid.
tess_OAF_sadness_sell,tess_OAF_sadness_sell,Say the word tip.
tess_OAF_sadness_shack,tess_OAF_sadness_shack,Say the word hush.
tess_OAF_sadness_shall,tess_OAF_sadness_shall,Say the word boat.
tess_OAF_sadness_shawl,tess_OAF_sadness_shawl,Say the word date.
tess_OAF_sadness_sheep,tess_OAF_sadness_sheep,Say the word king.
tess_OAF_sadness_shirt,tess_OAF_sadness_shirt,Say the word sheep.
tess_OAF_sadness_should,tess_OAF_sadness_should,Say the word moon.
tess_OAF_sadness_shout,tess_OAF_sadness_shout,Say the word third.
tess_OAF_sadness_size,tess_OAF_sadness_size,Say the word beg.
tess_OAF_sadness_soap,tess_OAF_sadness_soap,Say the word wife.
tess_OAF_sadness_soup,tess_OAF_sadness_soup,Say the word wire.
tess_OAF_sadness_sour,tess_OAF_sadness_sour,Say the word hire.
tess_OAF_sadness_south,tess_OAF_sadness_south,Say the word third.
tess_OAF_sadness_sub,tess_OAF_sadness_sub,Say the word such.
tess_OAF_sadness_such,tess_OAF_sadness_such,Say the word cheek.
tess_OAF_sadness_sure,tess_OAF_sadness_sure,Say the word chat.
tess_OAF_sadness_take,tess_OAF_sadness_take,Say the word juice.
tess_OAF_sadness_talk,tess_OAF_sadness_talk,Say the word cheek.
tess_OAF_sadness_tape,tess_OAF_sadness_tape,Say the word hash.
tess_OAF_sadness_team,tess_OAF_sadness_team,Say the word deep.
tess_OAF_sadness_tell,tess_OAF_sadness_tell,Say the word road.
tess_OAF_sadness_thin,tess_OAF_sadness_thin,Say the word fat.
tess_OAF_sadness_third,tess_OAF_sadness_third,Say the word mop.
tess_OAF_sadness_thought,tess_OAF_sadness_thought,Say the word get.
tess_OAF_sadness_thumb,tess_OAF_sadness_thumb,Say the word pearl.
tess_OAF_sadness_time,tess_OAF_sadness_time,Say the word walk.
tess_OAF_sadness_tip,tess_OAF_sadness_tip,Say the word late.
tess_OAF_sadness_tire,tess_OAF_sadness_tire,Say the word judge.
tess_OAF_sadness_ton,tess_OAF_sadness_ton,Say the word kite.
tess_OAF_sadness_tool,tess_OAF_sadness_tool,Say the word thought.
tess_OAF_sadness_tough,tess_OAF_sadness_tough,Say the word life.
tess_OAF_sadness_turn,tess_OAF_sadness_turn,Say the word rose.
tess_OAF_sadness_vine,tess_OAF_sadness_vine,Say the word note.
tess_OAF_sadness_voice,tess_OAF_sadness_voice,Say the word loaf.
tess_OAF_sadness_void,tess_OAF_sadness_void,Say the word lore.
tess_OAF_sadness_vote,tess_OAF_sadness_vote,Say the word witch.
tess_OAF_sadness_wag,tess_OAF_sadness_wag,Say the word cool.
tess_OAF_sadness_walk,tess_OAF_sadness_walk,Say the word team.
tess_OAF_sadness_wash,tess_OAF_sadness_wash,Say the word loaf.
tess_OAF_sadness_week,tess_OAF_sadness_week,Say the word rot.
tess_OAF_sadness_wheat,tess_OAF_sadness_wheat,Say the word pain.
tess_OAF_sadness_when,tess_OAF_sadness_when,Say the word wag.
tess_OAF_sadness_which,tess_OAF_sadness_which,Say the word wash.
tess_OAF_sadness_whip,tess_OAF_sadness_whip,Say the word rot.
tess_OAF_sadness_white,tess_OAF_sadness_white,Say the word perch.
tess_OAF_sadness_wife,tess_OAF_sadness_wife,Say the word home.
tess_OAF_sadness_wire,tess_OAF_sadness_wire,Say the word bone.
tess_OAF_sadness_witch,tess_OAF_sadness_witch,Say the word date.
tess_OAF_sadness_yearn,tess_OAF_sadness_yearn,Say the word lean.
tess_OAF_sadness_yes,tess_OAF_sadness_yes,Say the word keg.
tess_OAF_sadness_young,tess_OAF_sadness_young,Say the word pike.
tess_OAF_sadness_youth,tess_OAF_sadness_youth,Say the word sail.
